car_id,make,model,variant,raw_title,year_from,year_to,displacement_cc,cylinders,stock_hp,stock_torque_nm,weight_kg,drivetrain,transmission,engine_type,fuel_type,drag_coef,frontal_area_m2,top_speed_stock,top_speed_mph,zero_hundred_stock,co2_gkm,source_url
CAR_ED14E8B1,Audi,A3,s3 cabriolet tfsi quattro 2d s tronic,Audi A3 S3S3 Cabriolet TFSI Quattro 2d S Tronic Specs & dimensions,2013,,1984.0,4.0,295.0,380.0,1620.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,5.2,165.0,https://www.parkers.co.uk/audi/a3/s3-2013/s3-cabriolet-tfsi-quattro-2d-s-tronic/specs/
CAR_846B2C71,Audi,A3,25 tfsi rs 3 quattro (nav) 5d s tronic,Audi A3 RS3 Sportback2.5 TFSI RS 3 Quattro (Nav) 5d S Tronic Specs & dimensions,2015,,2480.0,5.0,361.0,465.0,1520.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,4.2,189.0,https://www.parkers.co.uk/audi/a3/rs3-sportback-2015/25-tfsi-rs-3-quattro-(nav)-5d-s-tronic/specs/
CAR_B3AA93EE,Audi,A3,16 3d,Audi A3 Hatchback1.6 3d Specs & dimensions,1996,,1595.0,4.0,100.0,148.0,1090.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,188.3,117.0,10.6,170.0,https://www.parkers.co.uk/audi/a3/hatchback-1996/16-3d/specs/
CAR_AFB64EAF,Audi,A4,14t fsi se 4d,Audi A4 Saloon1.4T FSI SE 4d Specs & dimensions,2015,,1395.0,4.0,147.0,250.0,1320.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,209.2,130.0,8.4,126.0,https://www.parkers.co.uk/audi/a4/saloon-2015/14t-fsi-se-4d/specs/
CAR_7D2A3C99,Audi,A4,14t fsi se 5d,Audi A4 Avant1.4T FSI SE 5d Specs & dimensions,2015,,1395.0,4.0,147.0,250.0,1370.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,209.2,130.0,8.7,131.0,https://www.parkers.co.uk/audi/a4/avant-2015/14t-fsi-se-5d/specs/
CAR_E22EBCFF,Audi,A4,20 tdi 190ps quattro s tronic auto (062017 on) 5d,Audi A4 Allroad2.0 TDI 190PS Quattro S Tronic auto (06/2017 on) 5d Specs & dimensions,2016,2017.0,1968.0,4.0,187.0,400.0,1640.0,4 wheel drive,Automatic,Diesel,Diesel,,,218.9,136.0,7.6,128.0,https://www.parkers.co.uk/audi/a4/allroad-2016/20-tdi-190ps-quattro-s-tronic-auto-(062017-on)-5d/specs/
CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,Audi A4 RS4 AvantRS 4 (Comfort and Sound Pack) 450PS Tiptronic auto 5d Specs & dimensions,2017,,2894.0,6.0,443.0,600.0,1745.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,4.0,221.0,https://www.parkers.co.uk/audi/a4/rs4-avant-2017/rs-4-(comfort-and-sound-pack)-450ps-tiptronic-auto-5d/specs/
CAR_80CBDA93,Audi,A4,18t fsi (160bhp) black edition 4d,Audi A4 Saloon1.8T FSI (160bhp) Black Edition 4d Specs & dimensions,2008,,1798.0,4.0,157.0,250.0,1410.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,8.3,164.0,https://www.parkers.co.uk/audi/a4/saloon-2008/18t-fsi-(160bhp)-black-edition-4d/specs/
CAR_C21F9A7E,Audi,A4,18t fsi (160bhp) black edition 5d,Audi A4 Avant1.8T FSI (160bhp) Black Edition 5d Specs & dimensions,2008,,1798.0,4.0,157.0,250.0,1470.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,8.6,169.0,https://www.parkers.co.uk/audi/a4/avant-2008/18t-fsi-(160bhp)-black-edition-5d/specs/
CAR_16B6C33D,Audi,A4,20 tdi (190bhp) quattro 5d,Audi A4 Allroad2.0 TDI (190bhp) Quattro 5d Specs & dimensions,2009,,1968.0,4.0,187.0,400.0,1690.0,4 wheel drive,Manual,Diesel,Diesel,,,222.1,138.0,7.4,145.0,https://www.parkers.co.uk/audi/a4/allroad-2009/20-tdi-(190bhp)-quattro-5d/specs/
CAR_7D908350,Audi,A4,s4 quattro avant (2012) 5d s tronic,Audi A4 S4S4 Quattro Avant (2012) 5d S Tronic Specs & dimensions,2009,2012.0,2995.0,6.0,328.0,440.0,1750.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.9,180.0,https://www.parkers.co.uk/audi/a4/s4-2009/s4-quattro-avant-(2012)-5d-s-tronic/specs/
CAR_22D150BE,Audi,A4,42 fsi quattro 5d s tronic,Audi A4 RS4 Avant4.2 FSI Quattro 5d S Tronic Specs & dimensions,2012,,4163.0,8.0,443.0,430.0,1795.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.5,249.0,https://www.parkers.co.uk/audi/a4/rs4-avant-2012/42-fsi-quattro-5d-s-tronic/specs/
CAR_D2456324,Audi,A4,16 4d,Audi A4 Saloon1.6 4d Specs & dimensions,1995,,1595.0,4.0,101.0,140.0,1185.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,191.5,119.0,11.5,197.0,https://www.parkers.co.uk/audi/a4/saloon-1995/16-4d/specs/
CAR_EFD5310F,Audi,A4,16 5d,Audi A4 Avant1.6 5d Specs & dimensions,1996,,1595.0,4.0,101.0,140.0,1200.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,186.7,116.0,11.7,197.0,https://www.parkers.co.uk/audi/a4/avant-1996/16-5d/specs/
CAR_157CA3B5,Audi,A4,16 4d,Audi A4 Saloon1.6 4d Specs & dimensions,2000,,1595.0,4.0,100.0,148.0,1295.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,188.3,117.0,12.2,187.0,https://www.parkers.co.uk/audi/a4/saloon-2000/16-4d/specs/
CAR_50B69C1D,Audi,A4,16 5d,Audi A4 Avant1.6 5d Specs & dimensions,2001,,1596.0,4.0,100.0,148.0,1350.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,185.1,115.0,12.6,190.0,https://www.parkers.co.uk/audi/a4/avant-2001/16-5d/specs/
CAR_AF212CB6,Audi,A4,18t 2d,Audi A4 Cabriolet1.8T 2d Specs & dimensions,2001,,1781.0,4.0,160.0,225.0,1540.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,9.1,208.0,https://www.parkers.co.uk/audi/a4/cabriolet-2001/18t-2d/specs/
CAR_CDB7F3C4,Audi,A4,16 4d,Audi A4 Saloon1.6 4d Specs & dimensions,2005,,1596.0,4.0,100.0,148.0,1300.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,189.9,118.0,12.2,187.0,https://www.parkers.co.uk/audi/a4/saloon-2005/16-4d/specs/
CAR_53EA1310,Audi,A4,16 5d,Audi A4 Avant1.6 5d Specs & dimensions,2005,,1596.0,4.0,100.0,148.0,1360.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,185.1,115.0,12.6,190.0,https://www.parkers.co.uk/audi/a4/avant-2005/16-5d/specs/
CAR_BEC2A0AE,Audi,A4,18t 2d,Audi A4 Cabriolet1.8T 2d Specs & dimensions,2006,,1781.0,4.0,160.0,225.0,1540.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,9.1,199.0,https://www.parkers.co.uk/audi/a4/cabriolet-2006/18t-2d/specs/
CAR_E0B949C3,Audi,A4,42 fsi quattro 2d cabriolet,Audi A4 RS44.2 FSI quattro 2d Cabriolet Specs & dimensions,2005,,4163.0,8.0,414.0,430.0,1845.0,4 wheel drive,Manual,Naturally Aspirated,Petrol,,,249.4,155.0,4.7,336.0,https://www.parkers.co.uk/audi/a4/rs4-2005/42-fsi-quattro-2d-cabriolet/specs/
CAR_4CB462DD,Audi,A5,35 tdi black edition 2dr s tronic,Audi A5 Coupe35 TDI Black Edition 2dr S Tronic Specs & dimensions,2016,,1968.0,,160.0,370.0,1490.0,Front wheel drive,Automatic,Diesel,Diesel,,,228.5,142.0,7.9,137.0,https://www.parkers.co.uk/audi/a5/coupe-2016/35-tdi-black-edition-2dr-s-tronic/specs/
CAR_8B535CC7,Audi,A5,35 tdi black edition 5dr s tronic,Audi A5 Sportback35 TDI Black Edition 5dr S Tronic Specs & dimensions,2017,,1968.0,,160.0,370.0,1520.0,Front wheel drive,Automatic,Diesel,Diesel,,,225.3,140.0,8.1,139.0,https://www.parkers.co.uk/audi/a5/sportback-2017/35-tdi-black-edition-5dr-s-tronic/specs/
CAR_820D557A,Audi,A5,35 tfsi edition 1 2dr s tronic 2d,Audi A5 Cabriolet35 TFSI Edition 1 2dr S Tronic 2d Specs & dimensions,2017,,1984.0,,147.0,270.0,1665.0,Front wheel drive,Automatic,Turbocharged,Petrol,,,218.9,136.0,9.5,164.0,https://www.parkers.co.uk/audi/a5/cabriolet-2017/35-tfsi-edition-1-2dr-s-tronic-2d/specs/
CAR_6DDCDFC5,Audi,A5,20 tdi 204 black edition 4dr s tronic,Audi A5 Saloon2.0 TDI 204 Black Edition 4dr S tronic Specs & dimensions,2024,,1968.0,4.0,201.0,400.0,1820.0,Front wheel drive,Automatic,Diesel,Diesel,,,241.4,150.0,7.5,129.0,https://www.parkers.co.uk/audi/a5/saloon-2024/20-tdi-204-black-edition-4dr-s-tronic/specs/
CAR_3BB346E2,Audi,A5,20 tdi 204 black edition 5dr s tronic,Audi A5 Avant2.0 TDI 204 Black Edition 5dr S tronic Specs & dimensions,2024,,1968.0,4.0,201.0,400.0,1835.0,Front wheel drive,Automatic,Diesel,Diesel,,,239.8,149.0,7.5,131.0,https://www.parkers.co.uk/audi/a5/avant-2024/20-tdi-204-black-edition-5dr-s-tronic/specs/
CAR_13AB0444,Audi,A5,20 tfsi 299 e qtro edition1 4dr s tronic[19alloy],Audi A5 Hybrid2.0 TFSI 299 e Qtro Edition1 4dr S Tronic[19Alloy] Specs & dimensions,2025,,1984.0,4.0,294.0,450.0,2070.0,4 wheel drive,Automatic,Hybrid,Petrol Parallel PHEV,,,249.4,155.0,5.7,47.0,https://www.parkers.co.uk/audi/a5/hybrid-2025/20-tfsi-299-e-qtro-edition1-4dr-s-tronic[19alloy]/specs/
CAR_1A8C01F7,Audi,A5,18t fsi (160bhp) 2d,Audi A5 Coupe1.8T FSI (160bhp) 2d Specs & dimensions,2007,,1798.0,4.0,157.0,250.0,1420.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,8.3,164.0,https://www.parkers.co.uk/audi/a5/coupe-2007/18t-fsi-(160bhp)-2d/specs/
CAR_E50AACB8,Audi,A5,18t fsi (177bhp) s line (nav) 2d,Audi A5 Cabriolet1.8T FSI (177bhp) S Line (Nav) 2d Specs & dimensions,2009,,1798.0,4.0,174.0,320.0,1620.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,223.7,139.0,8.4,144.0,https://www.parkers.co.uk/audi/a5/cabriolet-2009/18t-fsi-(177bhp)-s-line-(nav)-2d/specs/
CAR_DA868313,Audi,A5,18t fsi (177bhp) black ed plus (5 seat) 5d multitronic,Audi A5 Sportback1.8T FSI (177bhp) Black Ed Plus (5 Seat) 5d Multitronic Specs & dimensions,2009,,1798.0,4.0,174.0,320.0,1525.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,220.5,137.0,8.1,149.0,https://www.parkers.co.uk/audi/a5/sportback-2009/18t-fsi-(177bhp)-black-ed-plus-(5-seat)-5d-multitronic/specs/
CAR_CE8A2B1D,Audi,A5,s5 quattro (2011) cabrio 2d s tronic,Audi A5 S5S5 Quattro (2011) Cabrio 2d S Tronic Specs & dimensions,2007,2011.0,2995.0,6.0,328.0,440.0,1675.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.7,184.0,https://www.parkers.co.uk/audi/a5/s5-2007/s5-quattro-(2011)-cabrio-2d-s-tronic/specs/
CAR_DD0E1FF4,Audi,A5,42 fsi cabriolet quattro 2d s tronic,Audi A5 RS54.2 FSI Cabriolet Quattro 2d S Tronic Specs & dimensions,2010,,4163.0,8.0,443.0,430.0,1920.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.5,249.0,https://www.parkers.co.uk/audi/a5/rs5-2010/42-fsi-cabriolet-quattro-2d-s-tronic/specs/
CAR_A7C96AC0,Audi,A6,30 tdi 272 quattro se executive 4dr s tronic tech 4d,Audi A6 Saloon3.0 TDI 272 Quattro SE Executive 4dr S Tronic Tech 4d Specs & dimensions,2018,,2967.0,6.0,268.0,580.0,1770.0,4 wheel drive,Automatic,Diesel,Diesel,,,249.4,155.0,5.3,133.0,https://www.parkers.co.uk/audi/a6/saloon-2018/30-tdi-272-quattro-se-executive-4dr-s-tronic-tech-4d/specs/
CAR_7A15EA6C,Audi,A6,30 tdi 272 quattro se executive s tronic tec 5d,Audi A6 Avant3.0 TDI 272 Quattro SE Executive S Tronic Tec 5d Specs & dimensions,2018,,2967.0,6.0,268.0,580.0,1835.0,4 wheel drive,Automatic,Diesel,Diesel,,,249.4,155.0,5.5,138.0,https://www.parkers.co.uk/audi/a6/avant-2018/30-tdi-272-quattro-se-executive-s-tronic-tec-5d/specs/
CAR_0E6A451B,Audi,A6,rs 6 (comfort and sound pack) 600ps tiptronic quattro auto 5d,Audi A6 RS6 AvantRS 6 (Comfort and Sound Pack) 600PS Tiptronic Quattro auto 5d Specs & dimensions,2020,,3996.0,8.0,591.0,800.0,2075.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,3.5,283.0,https://www.parkers.co.uk/audi/a6/rs6-avant-2020/rs-6-(comfort-and-sound-pack)-600ps-tiptronic-quattro-auto-5d/specs/
CAR_761CFEFA,Audi,A6,45 tdi 245 quattro sport 5dr s tronic [cs pack],Audi A6 Allroad45 TDI 245 Quattro Sport 5dr S tronic [C+S Pack] Specs & dimensions,2019,,2967.0,6.0,241.0,500.0,1945.0,4 wheel drive,Automatic,Diesel,Diesel,,,249.4,155.0,6.4,176.0,https://www.parkers.co.uk/audi/a6/allroad-2019/45-tdi-245-quattro-sport-5dr-s-tronic-[cs-pack]/specs/
CAR_0CDE4795,Audi,A6,20 tdi quattro 204 edition 1 5dr s tronic,Audi A6 Avant2.0 TDI Quattro 204 Edition 1 5dr S Tronic Specs & dimensions,2025,,1968.0,,201.0,400.0,2000.0,4 wheel drive,Automatic,Diesel,Diesel,,,236.6,147.0,6.8,146.0,https://www.parkers.co.uk/audi/a6/avant-2025/20-tdi-quattro-204-edition-1-5dr-s-tronic/specs/
CAR_81ADBBB9,Audi,A6,20 tdi quattro 204 edition 1 5dr s tronic,Audi A6 Saloon2.0 TDI Quattro 204 Edition 1 5dr S Tronic Specs & dimensions,2025,,1968.0,,201.0,400.0,1980.0,4 wheel drive,Automatic,Diesel,Diesel,,,241.4,150.0,6.7,143.0,https://www.parkers.co.uk/audi/a6/saloon-2025/20-tdi-quattro-204-edition-1-5dr-s-tronic/specs/
CAR_8018D14E,Audi,A6,20 e hybrid qtro 299 edition 1 4dr s tronic [sv],Audi A6 e-Hybrid2.0 e-Hybrid Qtro 299 Edition 1 4dr S Tronic [S+V] Specs & dimensions,2025,,1984.0,,294.0,450.0,2130.0,4 wheel drive,Automatic,Hybrid,Petrol Parallel PHEV,,,249.4,155.0,5.8,56.0,https://www.parkers.co.uk/audi/a6/e-hybrid-2025/20-e-hybrid-qtro-299-edition-1-4dr-s-tronic-[sv]/specs/
CAR_E25F6553,Audi,A6,20 tdi (170bhp) 4d,Audi A6 Saloon2.0 TDI (170bhp) 4d Specs & dimensions,2004,,1968.0,4.0,167.0,350.0,1565.0,Front wheel drive,Manual,Diesel,Diesel,,,225.3,140.0,8.6,149.0,https://www.parkers.co.uk/audi/a6/saloon-2004/20-tdi-(170bhp)-4d/specs/
CAR_EAC41B02,Audi,A6,20 tdi (170bhp) 5d,Audi A6 Avant2.0 TDI (170bhp) 5d Specs & dimensions,2005,,1968.0,4.0,167.0,350.0,1635.0,Front wheel drive,Manual,Diesel,Diesel,,,220.5,137.0,8.9,152.0,https://www.parkers.co.uk/audi/a6/avant-2005/20-tdi-(170bhp)-5d/specs/
CAR_FBE34600,Audi,A6,52 fsi quattro 4d tip auto,Audi A6 S65.2 FSI quattro 4d Tip Auto Specs & dimensions,2006,,5204.0,10.0,428.0,540.0,1910.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,5.0,309.0,https://www.parkers.co.uk/audi/a6/s6-2006/52-fsi-quattro-4d-tip-auto/specs/
CAR_76618DAA,Audi,A6,50t fsi v10 rs6 plus quattro 4d tip auto,Audi A6 RS65.0T FSI V10 RS6 Plus Quattro 4d Tip Auto Specs & dimensions,2008,,4991.0,10.0,571.0,650.0,1985.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.4,331.0,https://www.parkers.co.uk/audi/a6/rs6-2008/50t-fsi-v10-rs6-plus-quattro-4d-tip-auto/specs/
CAR_B3348B86,Audi,A6,27 tdi quattro (1008) 5d tip auto,Audi A6 Allroad2.7 TDI Quattro (10/08) 5d Tip Auto Specs & dimensions,2006,,2698.0,6.0,187.0,450.0,1870.0,4 wheel drive,Automatic,Diesel,Diesel,,,217.3,135.0,8.5,199.0,https://www.parkers.co.uk/audi/a6/allroad-2006/27-tdi-quattro-(1008)-5d-tip-auto/specs/
CAR_F176D7C3,Audi,A6,20 tdi black edition 4d,Audi A6 Saloon2.0 TDI Black Edition 4d Specs & dimensions,2011,,1968.0,4.0,174.0,380.0,1575.0,Front wheel drive,Manual,Diesel,Diesel,,,226.9,141.0,8.4,129.0,https://www.parkers.co.uk/audi/a6/saloon-2011/20-tdi-black-edition-4d/specs/
CAR_759CC577,Audi,A6,20 tdi black edition 5d,Audi A6 Avant2.0 TDI Black Edition 5d Specs & dimensions,2011,,1968.0,4.0,174.0,380.0,1640.0,Front wheel drive,Manual,Diesel,Diesel,,,222.1,138.0,8.7,132.0,https://www.parkers.co.uk/audi/a6/avant-2011/20-tdi-black-edition-5d/specs/
CAR_12B59F95,Audi,A6,(technology pack) 30 bitdi 320ps quattro tiptronic auto 5d,Audi A6 Allroad(Technology Pack) 3.0 BiTDI 320PS Quattro Tiptronic auto 5d Specs & dimensions,2012,,2967.0,6.0,315.0,650.0,1955.0,4 wheel drive,Automatic,Diesel,Diesel,,,249.4,155.0,5.3,172.0,https://www.parkers.co.uk/audi/a6/allroad-2012/(technology-pack)-30-bitdi-320ps-quattro-tiptronic-auto-5d/specs/
CAR_43A74F85,Audi,A6,s6 tfsi quattro avant (1114 ) 5d s tronic,Audi A6 S6S6 TFSI Quattro Avant (11/14-) 5d S Tronic Specs & dimensions,2012,,3993.0,8.0,443.0,550.0,1960.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,4.5,219.0,https://www.parkers.co.uk/audi/a6/s6-2012/s6-tfsi-quattro-avant-(1114-)-5d-s-tronic/specs/
CAR_78416B47,Audi,A6,40t fsi quattro rs6 5d tip auto,Audi A6 RS6 Avant4.0T FSI Quattro RS6 5d Tip Auto Specs & dimensions,2013,,3993.0,8.0,552.0,700.0,1950.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,3.8,223.0,https://www.parkers.co.uk/audi/a6/rs6-avant-2013/40t-fsi-quattro-rs6-5d-tip-auto/specs/
CAR_C581460F,Audi,A6,18 t 4d,Audi A6 Saloon1.8 T 4d Specs & dimensions,1997,,1781.0,4.0,147.0,210.0,1520.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,215.7,134.0,9.4,206.0,https://www.parkers.co.uk/audi/a6/saloon-1997/18-t-4d/specs/
CAR_042A05E4,Audi,A6,18 t 5d,Audi A6 Avant1.8 T 5d Specs & dimensions,1998,,1781.0,4.0,147.0,210.0,1490.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,214.0,133.0,9.6,206.0,https://www.parkers.co.uk/audi/a6/avant-1998/18-t-5d/specs/
CAR_36FFC3AF,Audi,A6,25 tdi quattro (163ps) 5d,Audi A6 Allroad2.5 TDI quattro (163ps) 5d Specs & dimensions,2000,,2496.0,6.0,160.0,310.0,1815.0,4 wheel drive,Manual,Diesel,Diesel,,,204.4,127.0,10.1,238.0,https://www.parkers.co.uk/audi/a6/allroad-2000/25-tdi-quattro-(163ps)-5d/specs/
CAR_83FA4918,Audi,A6,18 4d,Audi A6 Saloon1.8 4d Specs & dimensions,1994,,1781.0,4.0,125.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,199.6,124.0,11.0,,https://www.parkers.co.uk/audi/a6/saloon-1994/18-4d/specs/
CAR_265FC7E3,Audi,A6,18 5d,Audi A6 Avant1.8 5d Specs & dimensions,1994,,1781.0,,125.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,204.0,https://www.parkers.co.uk/audi/a6/avant-1994/18-5d/specs/
CAR_6F85A1E3,Audi,A6 E Tron,210kw 83kwh black edition 5dr auto,Audi A6 e-tron Sportback210kW 83kWh Black Edition 5dr Auto Specs & dimensions,2024,,,,281.0,435.0,2100.0,Rear wheel drive,Automatic,EV,Electric,,,209.2,130.0,6.8,0.0,https://www.parkers.co.uk/audi/a6-e-tron/sportback-2024/210kw-83kwh-black-edition-5dr-auto/specs/
CAR_6CA3CB27,Audi,A6 E Tron,210kw 83kwh black edition 5dr auto,Audi A6 e-tron Avant210kW 83kWh Black Edition 5dr Auto Specs & dimensions,2024,,,,281.0,435.0,2110.0,Rear wheel drive,Automatic,EV,Electric,,,209.2,130.0,6.8,0.0,https://www.parkers.co.uk/audi/a6-e-tron/avant-2024/210kw-83kwh-black-edition-5dr-auto/specs/
CAR_FD321ABC,Audi,A7,40 tdi quattro black ed 5dr s tronic [tech pro],Audi A7 Sportback40 TDI Quattro Black Ed 5dr S Tronic [Tech pro] Specs & dimensions,2018,,1968.0,4.0,201.0,400.0,1765.0,4 wheel drive,Automatic,Diesel,Diesel,,,249.4,155.0,6.8,158.0,https://www.parkers.co.uk/audi/a7/sportback-2018/40-tdi-quattro-black-ed-5dr-s-tronic-[tech-pro]/specs/
CAR_E9C1F026,Audi,A7,rs 7 (comfort and sound pack) 600ps tiptronic quattro auto 5d,Audi A7 RS7 SportbackRS 7 (Comfort and Sound Pack) 600PS Tiptronic Quattro auto 5d Specs & dimensions,2020,,3996.0,8.0,591.0,800.0,2065.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,3.5,278.0,https://www.parkers.co.uk/audi/a7/rs7-sportback-2020/rs-7-(comfort-and-sound-pack)-600ps-tiptronic-quattro-auto-5d/specs/
CAR_7B234F36,Audi,A7,28 fsi quattro s line (5 seat) 5d s tronic,Audi A7 Sportback2.8 FSI Quattro S Line (5 Seat) 5d S Tronic Specs & dimensions,2010,,2773.0,6.0,201.0,280.0,1730.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,235.0,146.0,8.0,187.0,https://www.parkers.co.uk/audi/a7/sportback-2010/28-fsi-quattro-s-line-(5-seat)-5d-s-tronic/specs/
CAR_B6340491,Audi,A7,s7 tfsi quattro (1014 ) 5d s tronic,Audi A7 S7S7 TFSI Quattro (10/14-) 5d S Tronic Specs & dimensions,2012,,3993.0,8.0,443.0,550.0,1955.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,4.5,220.0,https://www.parkers.co.uk/audi/a7/s7-2012/s7-tfsi-quattro-(1014-)-5d-s-tronic/specs/
CAR_0A783ACB,Audi,A7,40t fsi v8 bi turbo rs7 quattro 5d tip auto,Audi A7 RS7 Sportback4.0T FSI V8 Bi-Turbo RS7 Quattro 5d Tip Auto Specs & dimensions,2013,,3993.0,8.0,552.0,700.0,1920.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,3.8,229.0,https://www.parkers.co.uk/audi/a7/rs7-sportback-2013/40t-fsi-v8-bi-turbo-rs7-quattro-5d-tip-auto/specs/
CAR_52257EC8,Audi,A8,(comfort and sound pack) 50 tdi 286ps quattro tiptronic auto 4d,Audi A8 Saloon(Comfort and Sound Pack) 50 TDI 286PS Quattro Tiptronic auto 4d Specs & dimensions,2018,,2967.0,6.0,281.0,600.0,2050.0,4 wheel drive,Automatic,Diesel,Diesel,,,249.4,155.0,5.7,148.0,https://www.parkers.co.uk/audi/a8/saloon-2018/(comfort-and-sound-pack)-50-tdi-286ps-quattro-tiptronic-auto-4d/specs/
CAR_52F4C4FB,Audi,A8,28 fsi se 4d multitronic,Audi A8 Saloon2.8 FSI SE 4d Multitronic Specs & dimensions,2003,,2773.0,6.0,207.0,280.0,1690.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,236.6,147.0,7.7,199.0,https://www.parkers.co.uk/audi/a8/saloon-2003/28-fsi-se-4d-multitronic/specs/
CAR_051D44B0,Audi,A8,fsi quattro 4d tip auto (07),Audi A8 S8FSI Quattro 4d Tip Auto (07) Specs & dimensions,2006,,5204.0,10.0,443.0,540.0,1940.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.9,319.0,https://www.parkers.co.uk/audi/a8/s8-2006/fsi-quattro-4d-tip-auto-(07)/specs/
CAR_F50E0B53,Audi,A8,20 tfsi hybrid (14 ) 4d tip auto,Audi A8 Saloon2.0 TFSI Hybrid (14-) 4d Tip Auto Specs & dimensions,2010,,1984.0,4.0,241.0,350.0,1870.0,Front wheel drive,Automatic,EV,Petrol/Electric Hybrid,,,249.4,155.0,,144.0,https://www.parkers.co.uk/audi/a8/saloon-2010/20-tfsi-hybrid-(14-)-4d-tip-auto/specs/
CAR_519A8AD2,Audi,A8,s8 plus tfsi quattro 4d tip auto,Audi A8 S8S8 Plus TFSI Quattro 4d Tip Auto Specs & dimensions,2012,,3993.0,8.0,596.0,750.0,1990.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,3.7,231.0,https://www.parkers.co.uk/audi/a8/s8-2012/s8-plus-tfsi-quattro-4d-tip-auto/specs/
CAR_4195FC49,Audi,A8,28 4d auto,Audi A8 Saloon2.8 4d Auto Specs & dimensions,1994,,2771.0,6.0,193.0,280.0,1560.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,233.4,145.0,9.9,259.0,https://www.parkers.co.uk/audi/a8/saloon-1994/28-4d-auto/specs/
CAR_1B5A654D,Audi,Cabriolet,18 2d,Audi Cabriolet Cabriolet1.8 2d Specs & dimensions,1992,,1781.0,4.0,125.0,168.0,1360.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,194.7,121.0,11.1,216.0,https://www.parkers.co.uk/audi/cabriolet/cabriolet-1992/18-2d/specs/
CAR_C616533E,Audi,Cabriolet,18 2d,Audi Cabriolet Convertible1.8 2d Specs & dimensions,1997,,1781.0,4.0,125.0,168.0,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,194.7,121.0,11.1,216.0,https://www.parkers.co.uk/audi/cabriolet/convertible-1997/18-2d/specs/
CAR_90DB9ADF,Audi,Coupe,20 16v 3d,Audi Coupe Coupe2.0 16V 3d Specs & dimensions,1988,,1984.0,4.0,140.0,,,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,,,,,https://www.parkers.co.uk/audi/coupe/coupe-1988/20-16v-3d/specs/
CAR_9889CDB7,Audi,Coupe,21 turbo 2d (82),Audi Coupe Coupe2.1 Turbo 2d (82) Specs & dimensions,1982,,2144.0,,200.0,,,4 wheel drive,Manual,Turbocharged,Petrol,,,,,,,https://www.parkers.co.uk/audi/coupe/coupe-1982/21-turbo-2d-(82)/specs/
